Gene.stable.ID,Gene.name
ENSMUSG00000065606,MIR16-2
ENSMUSG00000096779,GM22112
ENSMUSG00000077435,GM22590
ENSMUSG00000094099,GM25823
ENSMUSG00000087881,GM22442
ENSMUSG00000084506,GM23792
ENSMUSG00000097052,SNORA43
ENSMUSG00000065751,GM23345
ENSMUSG00000099172,MIR3620
ENSMUSG00000092906,GM25736
ENSMUSG00000088707,GM25551
ENSMUSG00000089605,GM22093
ENSMUSG00000077680,GM22495
ENSMUSG00000064410,GM22247
ENSMUSG00000088323,GM25663
ENSMUSG00000065389,GM23100
ENSMUSG00000089310,GM23181
ENSMUSG00000078027,MIR449B
ENSMUSG00000077223,GM22271
ENSMUSG00000089384,GM24680
ENSMUSG00000089570,MIR669M-1
ENSMUSG00000088714,GM22726
ENSMUSG00000088461,GM24748
ENSMUSG00000065261,GM23452
ENSMUSG00000064444,GM26227
ENSMUSG00000084543,GM23184
ENSMUSG00000105770,MIR664
ENSMUSG00000088845,GM26355
ENSMUSG00000098589,GM27353
ENSMUSG00000088135,GM22588
ENSMUSG00000077438,GM22595
ENSMUSG00000076236,MIR682
ENSMUSG00000084432,GM23426
ENSMUSG00000089399,GM23312
ENSMUSG00000088494,GM24399
ENSMUSG00000088359,GM24009
ENSMUSG00000105232,GM47284
ENSMUSG00000065408,MIR31
ENSMUSG00000105932,MIR6925
ENSMUSG00000064981,SNORA70
ENSMUSG00000096829,GM23771
ENSMUSG00000076318,MIR216B
ENSMUSG00000064732,GM23447
ENSMUSG00000064831,GM25698
ENSMUSG00000087924,GM23231
ENSMUSG00000084541,N-R5S45
ENSMUSG00000064943,GM23240
ENSMUSG00000094599,SNORD116L3
ENSMUSG00000093762,GM25591
ENSMUSG00000096346,GM22887
ENSMUSG00000089576,GM23007
ENSMUSG00000088009,GM24774
ENSMUSG00000065764,GM23850
ENSMUSG00000095250,AC133103.4
ENSMUSG00000064968,SNORD47
ENSMUSG00000070063,SNORA33
ENSMUSG00000064487,GM23736
ENSMUSG00000092687,GM25744
ENSMUSG00000084571,N-R5S201
ENSMUSG00000093988,GM24861
ENSMUSG00000104734,MIR669A-5
ENSMUSG00000089016,GM24883
ENSMUSG00000095456,IL11RA2
ENSMUSG00000094654,GM25359
ENSMUSG00000092655,GM25238
ENSMUSG00000064514,GM22455
ENSMUSG00000093251,GM22932
ENSMUSG00000065226,GM25791
ENSMUSG00000099079,MIR7068
ENSMUSG00000092664,GM22406
ENSMUSG00000077279,GM22777
ENSMUSG00000080596,GM22032
ENSMUSG00000070107,MIR489
ENSMUSG00000105967,GM47298
ENSMUSG00000077594,GM26018
ENSMUSG00000098366,MIR145B
ENSMUSG00000098689,MIR6345
ENSMUSG00000094293,GM3893
ENSMUSG00000077283,N-R5S158
ENSMUSG00000065662,N-R5S161
ENSMUSG00000098544,MIR7211
ENSMUSG00000077569,GM24608
ENSMUSG00000092799,GM25927
ENSMUSG00000094820,GM23805
ENSMUSG00000093071,GM25951
ENSMUSG00000088857,GM24726
ENSMUSG00000088981,GM25601
ENSMUSG00000064597,GM22299
ENSMUSG00000105288,GM25820
ENSMUSG00000065864,GM24031
ENSMUSG00000089145,GM25265
ENSMUSG00000094956,N-R5S122
ENSMUSG00000105025,RNU3B1
ENSMUSG00000065873,N-R5S183
ENSMUSG00000099089,GM27921
ENSMUSG00000080504,MIR669D-2
ENSMUSG00000076135,GM24276
ENSMUSG00000094312,GM23242
ENSMUSG00000064796,TERC
ENSMUSG00000098276,MIR6358
ENSMUSG00000080468,MIR1195
ENSMUSG00000077577,GM24890
ENSMUSG00000075968,GM25089
ENSMUSG00000077149,GM22934
ENSMUSG00000091731,GM17542
ENSMUSG00000106521,GM44343
ENSMUSG00000084689,N-R5S18
ENSMUSG00000065007,GM26324
ENSMUSG00000076323,GM26339
ENSMUSG00000088070,GM22819
ENSMUSG00000095142,GM24389
ENSMUSG00000095182,GM26374
ENSMUSG00000092837,RPPH1
ENSMUSG00000088918,GM22612
ENSMUSG00000088906,GM25438
ENSMUSG00000088015,MIR1932
ENSMUSG00000089057,GM23349
ENSMUSG00000093873,GM24540
ENSMUSG00000098389,MIR6983
ENSMUSG00000094917,GM26390
ENSMUSG00000078912,GM11011
ENSMUSG00000080519,GM22194
ENSMUSG00000065420,MIR142B
ENSMUSG00000095316,GM21876
ENSMUSG00000092636,GM26381
ENSMUSG00000089071,GM24499
ENSMUSG00000099112,GM27406
ENSMUSG00000099290,MIR6985
ENSMUSG00000070178,N-R5S71
ENSMUSG00000065447,MIR302D
ENSMUSG00000079374,GM8334
ENSMUSG00000089394,GM23025
ENSMUSG00000054379,2410024N13RIK
ENSMUSG00000098417,MIR6379
ENSMUSG00000065734,SNORD49A
ENSMUSG00000094571,GM23551
ENSMUSG00000065600,MIR338
ENSMUSG00000065580,MIR15B
ENSMUSG00000076956,MIR297A-3
ENSMUSG00000106323,MIR7228
ENSMUSG00000096814,GM25085
ENSMUSG00000098393,GM28000
ENSMUSG00000055958,GM9987
ENSMUSG00000088920,GM24294
ENSMUSG00000092829,GM23159
ENSMUSG00000088790,GM22541
ENSMUSG00000084527,GM24185
ENSMUSG00000087941,GM27635
ENSMUSG00000094741,AC140325.2
ENSMUSG00000098877,GM27959
ENSMUSG00000104758,MIR691
ENSMUSG00000104599,GM49346
ENSMUSG00000088543,GM24961
ENSMUSG00000104750,N-TSTGA1
ENSMUSG00000098763,NKX2-2OS
ENSMUSG00000093408,MIR5617
ENSMUSG00000079439,GM11116
ENSMUSG00000073682,GM10563
ENSMUSG00000074720,AC140325.1
ENSMUSG00000098679,MIR7688
ENSMUSG00000087855,MIR432
ENSMUSG00000065659,GM23103
ENSMUSG00000095249,N-R5S103
ENSMUSG00000088438,GM25387
ENSMUSG00000093831,GM23144
ENSMUSG00000098591,GM27631
ENSMUSG00000077049,MIR467C
ENSMUSG00000094030,GM21833
ENSMUSG00000098291,MIR6973A
ENSMUSG00000095615,GM26243
ENSMUSG00000089462,GM23149
ENSMUSG00000088352,GM24013
ENSMUSG00000088798,GM22534
ENSMUSG00000095051,GM25673
ENSMUSG00000079353,GM11099
ENSMUSG00000089041,GM26173
ENSMUSG00000072693,GM10401
ENSMUSG00000092656,GM25239
ENSMUSG00000096771,GM22115
ENSMUSG00000098355,GM27553
ENSMUSG00000093710,MIR5625
ENSMUSG00000088896,GM22522
ENSMUSG00000096198,GM26133
ENSMUSG00000077205,GM25611
ENSMUSG00000064941,GM23238
ENSMUSG00000092997,GM23917
ENSMUSG00000096808,AC132444.6
ENSMUSG00000077150,GM24581
ENSMUSG00000105292,GM44299
ENSMUSG00000076370,GM22369
ENSMUSG00000090625,GM20721
ENSMUSG00000105330,MIR669A-6
ENSMUSG00000095849,GM24300
ENSMUSG00000095076,AC125178.2
ENSMUSG00000077366,GM23484
ENSMUSG00000094830,N-R5S194
ENSMUSG00000094738,GM26177
ENSMUSG00000065307,GM23247
ENSMUSG00000106252,MIR684-1
ENSMUSG00000087973,GM23716
ENSMUSG00000073554,GM6960
ENSMUSG00000064566,GM24144
ENSMUSG00000066810,GM10181
ENSMUSG00000074026,GM6091
ENSMUSG00000065029,GM25199
ENSMUSG00000084590,MIR1896
ENSMUSG00000088312,GM26181
ENSMUSG00000098984,MIR6420
ENSMUSG00000098680,MIR6898
ENSMUSG00000074877,GM10780
ENSMUSG00000095269,MIR466B-8
ENSMUSG00000093684,GM27857
ENSMUSG00000098621,GM27740
ENSMUSG00000096006,GM21596
ENSMUSG00000091037,GM17661
ENSMUSG00000104880,GM47296
ENSMUSG00000084732,GM25807
ENSMUSG00000098967,GM27845
ENSMUSG00000095969,RNU1A1
ENSMUSG00000088547,GM24965
ENSMUSG00000035521,GNPTG
ENSMUSG00000087742,GM25152
ENSMUSG00000093091,MIR3089
ENSMUSG00000096930,GM26657
ENSMUSG00000095734,GM23767
ENSMUSG00000066378,GM10160
ENSMUSG00000091028,GM10722
ENSMUSG00000094179,SNORD50B
ENSMUSG00000088689,SCARNA17
ENSMUSG00000080673,GM23336
ENSMUSG00000088016,GM23830
ENSMUSG00000065430,MIR26A-2
ENSMUSG00000096585,GM22917
ENSMUSG00000084419,GM22275
ENSMUSG00000088255,GM24288
ENSMUSG00000092920,MIRT2
ENSMUSG00000098688,GM27820
ENSMUSG00000093056,GM24812
ENSMUSG00000098980,MIR6397
ENSMUSG00000088483,GM23642
ENSMUSG00000095470,GM21863
ENSMUSG00000064620,GM22303
ENSMUSG00000092157,GM17268
ENSMUSG00000088585,GM22963
ENSMUSG00000098723,GM27332
ENSMUSG00000089233,GM22202
ENSMUSG00000099229,GM27383
ENSMUSG00000088579,GM25460
ENSMUSG00000096120,GM21800
ENSMUSG00000089171,GM22430
ENSMUSG00000088234,GM25423
ENSMUSG00000093041,GM26455
ENSMUSG00000098626,GM27972
ENSMUSG00000098563,MIR6402
ENSMUSG00000094054,AC133103.2
ENSMUSG00000106154,MIR7232
ENSMUSG00000065791,GM25516
ENSMUSG00000096790,GM22995
ENSMUSG00000093058,GM24810
ENSMUSG00000098993,GM27731
ENSMUSG00000092885,GM22123
ENSMUSG00000077428,GM24284
ENSMUSG00000064721,GM25855
ENSMUSG00000084511,GM22481
ENSMUSG00000106233,MIR509
ENSMUSG00000095693,GM21820
ENSMUSG00000084535,MIR1906-1
ENSMUSG00000065782,GM22680
ENSMUSG00000084610,GM25052
ENSMUSG00000065095,GM23679
ENSMUSG00000093208,GM27325
ENSMUSG00000099316,GM27796
ENSMUSG00000077021,MIR467D
ENSMUSG00000077557,GM23706
ENSMUSG00000099213,GM27686
ENSMUSG00000095289,GM22547
ENSMUSG00000077275,GM22785
ENSMUSG00000065596,MIR184
ENSMUSG00000065087,SNORD22
ENSMUSG00000096018,GM26435
ENSMUSG00000084559,MIR1906-2
ENSMUSG00000077503,GM24231
ENSMUSG00000099118,MIR8092
ENSMUSG00000096586,GM22918
ENSMUSG00000094009,GM24167
ENSMUSG00000094572,GM23550
ENSMUSG00000088763,GM24391
ENSMUSG00000065742,GM25007
ENSMUSG00000070101,MIR341
ENSMUSG00000093157,MIR3098
ENSMUSG00000089204,MIR1927
ENSMUSG00000087774,GM22320
ENSMUSG00000089169,GM25413
ENSMUSG00000089327,GM25975
ENSMUSG00000065587,MIR34C
ENSMUSG00000094959,GM24112
ENSMUSG00000065570,MIR412
ENSMUSG00000098992,GM27597
ENSMUSG00000099078,MIR8110
ENSMUSG00000080366,GM25775
ENSMUSG00000087893,GM23441
ENSMUSG00000095825,GM25448
ENSMUSG00000096841,GM25596
ENSMUSG00000076121,MIR687
ENSMUSG00000093322,GM24971
ENSMUSG00000094522,GM22912
ENSMUSG00000077593,GM26014
ENSMUSG00000093967,GM26180
ENSMUSG00000093148,GM23375
ENSMUSG00000094650,GM25361
ENSMUSG00000095763,AC124606.2
ENSMUSG00000088787,GM25371
ENSMUSG00000104926,MIR6947
ENSMUSG00000098982,GM28002
ENSMUSG00000092759,GM25025
ENSMUSG00000065344,GM25581
ENSMUSG00000065042,GM24043
ENSMUSG00000089034,GM22156
ENSMUSG00000065642,SNORA69
ENSMUSG00000091096,GM17304
ENSMUSG00000084562,N-R5S39
ENSMUSG00000088684,GM23994
ENSMUSG00000065080,GM26497
ENSMUSG00000076230,GM22758
ENSMUSG00000077962,MIR874
ENSMUSG00000104809,GM44485
ENSMUSG00000094402,GM23139
ENSMUSG00000093368,GM22800
ENSMUSG00000093023,GM27826
ENSMUSG00000098812,MIR7578
ENSMUSG00000056682,4930465K10RIK
ENSMUSG00000088281,GM23585
ENSMUSG00000096880,GM23569
ENSMUSG00000065068,N-R5S5
ENSMUSG00000096015,N-R5S134
ENSMUSG00000092093,GM17528
ENSMUSG00000093270,MIR5134
ENSMUSG00000106278,MIR3970
ENSMUSG00000088656,GM24848
ENSMUSG00000096092,N-R5S125
ENSMUSG00000065223,GM25792
ENSMUSG00000093815,GM26444
ENSMUSG00000089000,GM23853
ENSMUSG00000084629,GM25112
ENSMUSG00000077309,N-R5S8
ENSMUSG00000077104,GM25263
ENSMUSG00000093230,GM24109
ENSMUSG00000078488,GM10945
ENSMUSG00000094923,GM24760
ENSMUSG00000084473,GM25784
ENSMUSG00000077886,MIR295
ENSMUSG00000095541,GM24617
ENSMUSG00000065195,GM26071
ENSMUSG00000093021,GM25303
ENSMUSG00000105120,GM26413
ENSMUSG00000064585,GM25129
ENSMUSG00000089550,GM24179
ENSMUSG00000094958,3110021N24RIK
ENSMUSG00000088025,RPRL3
ENSMUSG00000075015,GM10801
ENSMUSG00000065200,GM24613
ENSMUSG00000077667,GM26147
ENSMUSG00000064938,GM50450
ENSMUSG00000094306,GM24924
ENSMUSG00000117327,GM6467
ENSMUSG00000095033,GM22349
ENSMUSG00000088768,GM25494
ENSMUSG00000089352,GM25489
ENSMUSG00000064441,SNORD37
ENSMUSG00000099004,GM27656
ENSMUSG00000106215,MIR7218
ENSMUSG00000065413,MIR367
ENSMUSG00000099091,MIR7003
ENSMUSG00000093843,GM25939
ENSMUSG00000095435,GM22745
ENSMUSG00000091989,NDUFAB1-PS
ENSMUSG00000092901,MIR5130
ENSMUSG00000087756,GM23469
ENSMUSG00000095596,GM24303
ENSMUSG00000094465,GM24306
ENSMUSG00000098951,MIR7647
ENSMUSG00000105182,MIR669A-9
ENSMUSG00000094799,AC125149.4
ENSMUSG00000088121,GM25721
ENSMUSG00000088692,GM23838
ENSMUSG00000088972,GM23761
ENSMUSG00000080506,GM25042
ENSMUSG00000099192,GM27373
ENSMUSG00000098996,MIR7676-1
ENSMUSG00000091306,GM17606
ENSMUSG00000106377,GM44300
ENSMUSG00000087767,GM23983
ENSMUSG00000095414,GM23923
ENSMUSG00000104702,GM44298
ENSMUSG00000064829,GM22879
ENSMUSG00000099200,MIR7019
ENSMUSG00000077039,GM25537
ENSMUSG00000065549,MIR200B
ENSMUSG00000098314,GM27952
ENSMUSG00000093085,GM24325
ENSMUSG00000099033,MIR7013
ENSMUSG00000089376,GM22136
ENSMUSG00000078031,MIR466D
ENSMUSG00000064850,GM23443
ENSMUSG00000089507,GM23477
ENSMUSG00000096506,CR974586.4
ENSMUSG00000099043,MIR7022
ENSMUSG00000084675,GM26026
ENSMUSG00000093063,GM23152
ENSMUSG00000084743,GM25295
ENSMUSG00000095851,GM22617
ENSMUSG00000074564,GM10720
ENSMUSG00000096133,GM25145
ENSMUSG00000088325,GM25668
ENSMUSG00000096244,AC102264.1
ENSMUSG00000099153,MIR7671
ENSMUSG00000095587,GM22629
ENSMUSG00000088086,GM25341
ENSMUSG00000088250,GM26393
ENSMUSG00000098873,MIR7668
ENSMUSG00000064591,GM22302
ENSMUSG00000077204,GM25610
ENSMUSG00000089293,GM23210
ENSMUSG00000064648,GM23303
ENSMUSG00000106523,GM44497
ENSMUSG00000077333,GM23015
ENSMUSG00000098770,GM27440
ENSMUSG00000065454,MIR124A-3
ENSMUSG00000096463,GM21750
ENSMUSG00000064823,SNORD82
ENSMUSG00000096287,GM22252
ENSMUSG00000089263,GM22892
ENSMUSG00000089348,GM22669
ENSMUSG00000084465,N-R5S47
ENSMUSG00000070240,GM23516
ENSMUSG00000094178,N-R5S118
ENSMUSG00000099236,MIR668
ENSMUSG00000088188,GM22214
ENSMUSG00000089251,GM25714
ENSMUSG00000065235,GM22974
ENSMUSG00000095759,GM21828
ENSMUSG00000094442,GM25452
ENSMUSG00000074412,GM10689
ENSMUSG00000076364,GM24049
ENSMUSG00000089113,GM22902
ENSMUSG00000098592,MIR6917
ENSMUSG00000065018,GM23511
ENSMUSG00000064669,GM24461
ENSMUSG00000092952,MIR3059
ENSMUSG00000095305,GM23790
ENSMUSG00000088475,GM23084
ENSMUSG00000088176,GM23094
ENSMUSG00000091743,GM5705
ENSMUSG00000088005,GM24787
ENSMUSG00000089517,GM24899
ENSMUSG00000080645,MIR1198
ENSMUSG00000076398,MIR676
ENSMUSG00000096842,GM10736
ENSMUSG00000065547,MIR199A-1
ENSMUSG00000065269,GM23456
ENSMUSG00000065729,GM26176
ENSMUSG00000064609,GM25635
ENSMUSG00000065898,GM24522
ENSMUSG00000106611,GM22048
ENSMUSG00000099197,MIR7034
ENSMUSG00000094883,GM25121
ENSMUSG00000095712,GM26465
ENSMUSG00000088048,GM23331
ENSMUSG00000096090,GM26334
ENSMUSG00000098742,GM27476
ENSMUSG00000065473,MIR19B-2
ENSMUSG00000095531,GM25284
ENSMUSG00000087802,GM25979
ENSMUSG00000084728,MIR1905
ENSMUSG00000093203,GM22411
ENSMUSG00000088898,GM22515
ENSMUSG00000090395,IGHV5-8
ENSMUSG00000096161,GM24639
ENSMUSG00000089536,SCARNA3A
ENSMUSG00000094524,GM22909
ENSMUSG00000094528,GM22914
ENSMUSG00000077630,GM22149
ENSMUSG00000077404,GM25420
ENSMUSG00000095780,GM24674
ENSMUSG00000089377,GM22135
ENSMUSG00000076445,GM24865
ENSMUSG00000094210,GM23450
ENSMUSG00000070182,GM24817
ENSMUSG00000065445,MIR143
ENSMUSG00000088769,GM22637
ENSMUSG00000105116,GM44494
ENSMUSG00000089087,GM24006
ENSMUSG00000084557,GM25279
ENSMUSG00000105238,GM44357
ENSMUSG00000084418,GM22276
ENSMUSG00000065388,GM23099
ENSMUSG00000088406,GM25883
ENSMUSG00000104757,GM44391
ENSMUSG00000077884,GM24557
ENSMUSG00000088095,GM23669
ENSMUSG00000077357,GM26289
ENSMUSG00000064977,GM26056
ENSMUSG00000105557,MIR3966
ENSMUSG00000077477,GM24793
ENSMUSG00000088973,GM23762
ENSMUSG00000099024,GM27457
ENSMUSG00000088151,GM26347
ENSMUSG00000089396,GM23027
ENSMUSG00000094304,GM24923
ENSMUSG00000088650,GM24854
ENSMUSG00000093102,MIR3475
ENSMUSG00000098946,GM27636
ENSMUSG00000064644,GM23302
ENSMUSG00000094403,MIR692-2
ENSMUSG00000075832,GM22004
ENSMUSG00000089581,GM23341
ENSMUSG00000065476,MIR30B
ENSMUSG00000096384,GM25352
ENSMUSG00000088637,GM22316
ENSMUSG00000084731,GM25806
ENSMUSG00000096206,GM22317
ENSMUSG00000077522,GM25377
ENSMUSG00000096383,GM25353
ENSMUSG00000087833,GM23959
ENSMUSG00000105115,RNU3B2
ENSMUSG00000064675,GM22810
ENSMUSG00000092916,GM24082
ENSMUSG00000076343,GM25213
ENSMUSG00000094301,GM24925
ENSMUSG00000088960,GM22090
ENSMUSG00000070170,GM24163
ENSMUSG00000065649,SNORA74A
ENSMUSG00000084660,N-R5S61
ENSMUSG00000098568,MIR6987
ENSMUSG00000093296,MIR3102
ENSMUSG00000065818,SNORD35A
ENSMUSG00000065331,GM24927
ENSMUSG00000098613,MIR6931
ENSMUSG00000084628,GM22613
ENSMUSG00000098263,MIR6938
ENSMUSG00000092793,MIR466M
ENSMUSG00000087852,GM22793
ENSMUSG00000077442,GM23132
ENSMUSG00000065187,GM25136
ENSMUSG00000077769,GM25215
ENSMUSG00000095729,GM23649
ENSMUSG00000089155,GM23582
ENSMUSG00000088958,SCARNA8
ENSMUSG00000088990,GM22767
ENSMUSG00000064724,GM25852
ENSMUSG00000076958,GM24935
ENSMUSG00000065047,GM24045
ENSMUSG00000077194,GM23431
ENSMUSG00000098632,MIR7665
ENSMUSG00000077511,GM25875
ENSMUSG00000093187,MIR344-2
ENSMUSG00000099134,MIR7018
ENSMUSG00000089044,GM26170
ENSMUSG00000098536,GM27868
ENSMUSG00000089241,GM24057
ENSMUSG00000064764,GM23517
ENSMUSG00000089282,GM26024
ENSMUSG00000094753,GM25017
ENSMUSG00000105167,SNORD43
ENSMUSG00000088368,GM26323
ENSMUSG00000096624,MIR467A-1
ENSMUSG00000104635,GM44377
ENSMUSG00000065426,MIR134
ENSMUSG00000087922,GM23229
ENSMUSG00000098444,GM27811
ENSMUSG00000094077,GM22323
ENSMUSG00000099080,MIR7071
ENSMUSG00000084468,GM22955
ENSMUSG00000087765,GM23985
ENSMUSG00000077768,GM25216
ENSMUSG00000065573,MIR350
ENSMUSG00000076251,MIR501
ENSMUSG00000076950,GM24933
ENSMUSG00000093115,GM25972
ENSMUSG00000094486,GM23268
ENSMUSG00000084663,MIR1900
ENSMUSG00000093905,GM25023
ENSMUSG00000088449,GM23559
ENSMUSG00000098787,MIR7088
ENSMUSG00000089182,GM22945
ENSMUSG00000098547,MIR6921
ENSMUSG00000065852,GM22353
ENSMUSG00000095892,RNU5G
ENSMUSG00000105381,MIR7234
ENSMUSG00000098539,MIR133C
ENSMUSG00000064862,GM25038
ENSMUSG00000105537,GM47292
ENSMUSG00000093005,GM24159
ENSMUSG00000099244,GM27542
ENSMUSG00000065158,GM25483
ENSMUSG00000098264,MIR6414
ENSMUSG00000065028,GM25200
ENSMUSG00000094190,GM25451
ENSMUSG00000088902,GM25435
ENSMUSG00000077552,GM23709
ENSMUSG00000077648,GM24988
ENSMUSG00000093893,N-R5S124
ENSMUSG00000065893,N-R5S151
ENSMUSG00000077433,GM22593
ENSMUSG00000098577,GM27445
ENSMUSG00000065745,GM25004
ENSMUSG00000095431,GM26240
ENSMUSG00000098596,MIR7226
ENSMUSG00000065188,GM25140
ENSMUSG00000096635,GM22174
ENSMUSG00000098451,MIR6952
ENSMUSG00000088268,GM24776
ENSMUSG00000065442,MIR20A
ENSMUSG00000065694,GM25411
ENSMUSG00000065499,MIR384
ENSMUSG00000065636,GM24254
ENSMUSG00000092790,GM22693
ENSMUSG00000080544,GM22714
ENSMUSG00000077752,GM23530
ENSMUSG00000080625,GM22679
ENSMUSG00000070235,GM26329
ENSMUSG00000092894,GM23813
ENSMUSG00000088758,GM24898
ENSMUSG00000088317,GM26185
ENSMUSG00000088141,MIR1962
ENSMUSG00000077621,GM23772
ENSMUSG00000077745,GM26342
ENSMUSG00000078032,MIR291B
ENSMUSG00000088378,GM25184
ENSMUSG00000098413,MIR6990
ENSMUSG00000064972,GM26055
ENSMUSG00000098624,MIR7036
ENSMUSG00000094253,MIR3471-2
ENSMUSG00000077771,GM22374
ENSMUSG00000064391,GM23625
ENSMUSG00000096595,GM25742
ENSMUSG00000088989,GM25605
ENSMUSG00000092746,RN7S6
ENSMUSG00000089452,GM24223
ENSMUSG00000095798,GM26298
ENSMUSG00000098863,MIR8101
ENSMUSG00000064704,N-R5S180
ENSMUSG00000080405,GM23651
ENSMUSG00000080669,MIR1224
ENSMUSG00000088754,GM24905
ENSMUSG00000088830,GM23545
ENSMUSG00000088558,GM22506
ENSMUSG00000087954,GM22559
ENSMUSG00000094470,GM25936
ENSMUSG00000088119,GM24060
ENSMUSG00000064530,GM23613
ENSMUSG00000087730,GM24650
ENSMUSG00000105060,GM26457
ENSMUSG00000089023,GM25011
ENSMUSG00000077563,SNORA68
ENSMUSG00000105205,GM44301
ENSMUSG00000098646,MIR7084
ENSMUSG00000095379,GM22108
ENSMUSG00000084444,N-R5S32
ENSMUSG00000089393,GM23022
ENSMUSG00000098671,MIR7075
ENSMUSG00000095003,GM25173
ENSMUSG00000094994,GM22046
ENSMUSG00000064843,GM26207
ENSMUSG00000093264,GM23419
ENSMUSG00000077554,GM23707
ENSMUSG00000104879,GM44490
ENSMUSG00000099158,MIR6368
ENSMUSG00000088169,GM22059
ENSMUSG00000105524,MIR3065
ENSMUSG00000098500,MIR6396
ENSMUSG00000063897,CAAA01118383.1
ENSMUSG00000084500,GM25320
ENSMUSG00000093231,GM25297
ENSMUSG00000088417,GM24238
ENSMUSG00000094297,MIR669K
ENSMUSG00000095290,GM24196
ENSMUSG00000092986,GM25574
ENSMUSG00000077784,GM23911
ENSMUSG00000064954,GM24919
ENSMUSG00000093191,GM22876
ENSMUSG00000065749,AF357428
ENSMUSG00000076361,MIR182
ENSMUSG00000096500,GM23087
ENSMUSG00000084746,GM25292
ENSMUSG00000084599,N-R5S70
ENSMUSG00000096303,GM25211
ENSMUSG00000089609,GM22095
ENSMUSG00000088940,GM24930
ENSMUSG00000064446,GM26228
ENSMUSG00000095570,AC140325.3
ENSMUSG00000098363,MIR6993
ENSMUSG00000087854,GM22790
ENSMUSG00000088031,GM24990
ENSMUSG00000098755,GM27651
ENSMUSG00000065728,GM26175
ENSMUSG00000064387,SNORA73A
ENSMUSG00000088730,GM23892
ENSMUSG00000088204,GM23391
ENSMUSG00000089217,GM23385
ENSMUSG00000096085,GM24465
ENSMUSG00000064959,N-R5S41
ENSMUSG00000105142,MIR7214
ENSMUSG00000077440,GM23130
ENSMUSG00000093443,GM22871
ENSMUSG00000080607,GM23839
ENSMUSG00000096264,GM23108
ENSMUSG00000065215,GM26263
ENSMUSG00000095131,N-R5S110
ENSMUSG00000087737,GM24647
ENSMUSG00000075833,GM22003
ENSMUSG00000087887,GM23598
ENSMUSG00000077576,GM24889
ENSMUSG00000105178,MIR376A
ENSMUSG00000099096,MIR6945
ENSMUSG00000088564,GM23782
ENSMUSG00000098364,GM27646
ENSMUSG00000088403,GM25888
ENSMUSG00000077403,GM25419
ENSMUSG00000077459,GM25919
ENSMUSG00000099174,MIR6406
ENSMUSG00000098824,MIR7006
ENSMUSG00000094251,GM25632
ENSMUSG00000088425,GM24422
ENSMUSG00000077257,GM26080
ENSMUSG00000080368,GM25773
ENSMUSG00000084425,GM25104
ENSMUSG00000084596,GM22342
ENSMUSG00000098919,MIR8102
ENSMUSG00000080463,GM22489
ENSMUSG00000087861,GM24440
ENSMUSG00000095590,GM24305
ENSMUSG00000105133,GM44320
ENSMUSG00000099011,MIR6380
ENSMUSG00000084548,N-R5S175
ENSMUSG00000089148,GM23408
ENSMUSG00000089429,GM26004
ENSMUSG00000089048,GM26167
ENSMUSG00000093039,MIR1912
ENSMUSG00000088761,GM24392
ENSMUSG00000089227,GM25051
ENSMUSG00000070133,MIR434
ENSMUSG00000065869,GM24917
ENSMUSG00000084648,GM24378
ENSMUSG00000087799,GM25961
ENSMUSG00000076287,GM24273
ENSMUSG00000070023,GM10283
ENSMUSG00000093044,SNORD8
ENSMUSG00000093119,GM25640
ENSMUSG00000077991,MIR466N
ENSMUSG00000104558,GM44403
ENSMUSG00000077797,SNORD19
ENSMUSG00000064485,GM23735
ENSMUSG00000084564,MIR1895
ENSMUSG00000092767,GM23364
ENSMUSG00000080412,GM26474
ENSMUSG00000093823,GM24802
ENSMUSG00000093835,GM23147
ENSMUSG00000094720,N-R5S100
ENSMUSG00000080626,MIR1192
ENSMUSG00000106264,MIR7646
ENSMUSG00000077561,GM24607
ENSMUSG00000077555,GM23708
ENSMUSG00000057577,GM10025
ENSMUSG00000098395,GM27998
ENSMUSG00000089222,GM25049
ENSMUSG00000094400,GM23140
ENSMUSG00000088084,GM25342
ENSMUSG00000094760,N-R5S139
ENSMUSG00000098629,GM27975
ENSMUSG00000093834,RNU1B2
ENSMUSG00000070263,GM22365
ENSMUSG00000088444,GM22187
ENSMUSG00000076999,GM22426
ENSMUSG00000077682,GM22493
ENSMUSG00000064743,GM24856
ENSMUSG00000058508,GM10042
ENSMUSG00000089247,GM24051
ENSMUSG00000093009,SNORD52
ENSMUSG00000070076,MIR127
ENSMUSG00000088177,GM23098
ENSMUSG00000098521,MIR7243
ENSMUSG00000089097,GM25658
ENSMUSG00000088549,GM24959
ENSMUSG00000089128,GM26406
ENSMUSG00000088360,GM23500
ENSMUSG00000077174,GM25757
ENSMUSG00000064655,GM25788
ENSMUSG00000093958,GM24495
ENSMUSG00000099301,MIR3473E
ENSMUSG00000093082,GM24322
ENSMUSG00000095972,GM23512
ENSMUSG00000098436,GM27490
ENSMUSG00000077767,SNORA35
ENSMUSG00000087830,GM22820
ENSMUSG00000098797,MIR6344
ENSMUSG00000074922,FAM122A
ENSMUSG00000098499,MIR6975
ENSMUSG00000065193,GM23459
ENSMUSG00000105415,GM44364
ENSMUSG00000076005,MIR547
ENSMUSG00000095209,GM22398
ENSMUSG00000077815,MIR290A
