pathway,17-002,17-006,17-019,17-023,17-026,17-027,17-030,17-034,17-040,17-041,17-042,17-043,17-045,17-047,17-054,17-055,17-057,17-058,17-060,17-061
M NAmino sugar and nucleotide sugar metabolism,0.5416814020401719,0.4318738156172866,0.47144729348870323,0.43686880233843434,0.45262280876397204,0.4809971517600416,0.5861202021765417,0.5121120068385429,0.45931309019051897,0.4436652484714086,0.5982562058577972,0.47492645431556474,0.45053900042868983,0.3693303177407662,0.48414027807315907,0.5406751349388287,0.4476036924124728,0.45796707342631493,0.4499260850151522,0.5390431485355484
M NArginine and proline metabolism,0.460647775588364,0.42091174875336346,0.3483903867371199,0.37804821618173684,0.40035063540344135,0.4092967373782613,0.3979194316988828,0.3914733679149097,0.4680593512455464,0.38628630627187166,0.465320408395637,0.45437478214841154,0.43710297417684935,0.43311853204737855,0.44455584581097246,0.4788622350642941,0.43446025450545156,0.4269676198367251,0.3976298530376352,0.422021043923576
M NArginine biosynthesis,0.4762899700397192,0.5275308349013355,0.5113997466518294,0.5040158303784318,0.4899856090559193,0.5181176021404033,0.5125728387089599,0.49556855312710507,0.522002134695721,0.5749915720323304,0.5668661998880221,0.48110777141033945,0.5336201260199994,0.5213398209564022,0.4942263712929834,0.5365752618694637,0.630118622100043,0.5439623261570075,0.532012044052864,0.574499332572429
M NCitrate cycle (TCA cycle),0.6100448773768814,0.5836058157738272,0.6823714534533163,0.618794185828308,0.589402131001212,0.678695712923141,0.6680760485025019,0.7437125395942739,0.6176010200250813,0.6177401904877615,0.6506071528931624,0.7171779347943141,0.692743262899189,0.6220822116187457,0.6361582802304898,0.6696093786391857,0.6575065187643397,0.6173895898549232,0.6162065062253739,0.6073087057600721
M NCysteine and methionine metabolism,0.5049677040029787,0.4764266274367408,0.5476473092776583,0.43799106120682185,0.43747659986627857,0.46149059335440007,0.529976379529312,0.5391026505470213,0.4946925894158594,0.5413483500689471,0.4716317777572978,0.5686462357242098,0.5501719167411737,0.5231477878838982,0.5577539347439852,0.594073599423936,0.5885150523027138,0.5532361499514842,0.5365616313471712,0.5630149072046376
M NFatty acid degradation,0.4041021505858666,0.2654461566662772,0.5178493024610752,0.3154473506999175,0.27972598176334273,0.3607496599576016,0.4789160982159436,0.5665827726422878,0.34773390118528175,0.3898590602284243,0.4315107936877426,0.44153212656882573,0.4997328395356175,0.35300047083683883,0.3628189517557513,0.4017910795482218,0.347495157852274,0.36437688773076826,0.360011635414325,0.431388975156434
M NFolate biosynthesis,0.3903618369183885,0.335455226687339,0.3845828602315874,0.344763619866234,0.33877096463821404,0.3795096046267263,0.382799592958517,0.44947617134201256,0.4055941140520772,0.42984624053392034,0.436839797638884,0.43203002746705393,0.3804646878677144,0.44687094386785897,0.3955302907841295,0.41726369321494455,0.4033399742435805,0.37632112312420696,0.3925831611508036,0.41945589520388726
M NGalactose metabolism,0.4733121059043527,0.5034051370120647,0.42347363055115256,0.415204274299231,0.5855634742032703,0.3334207287038765,0.4080737334797995,0.4744055951055507,0.3523323405086741,0.4645203352839905,0.5447161659847448,0.4602088700921647,0.3277415306327824,0.4635608654912926,0.501606060169806,0.449224567675381,0.3908975849579075,0.3426096910807026,0.22829066463396575,0.4170317587049085
M NGlutathione metabolism,0.401238821861575,0.40881173542119326,0.4194161893058555,0.3614748347253549,0.4156496213440811,0.38633210447845656,0.43650570653713555,0.370984447280128,0.404263005640808,0.42349518967958033,0.4126551670135602,0.4568916094546423,0.3869116608897469,0.32842633117386355,0.45077261625990434,0.43923498290288,0.381387727169442,0.386778780490935,0.39429826875389845,0.4291053856189065
M NGlycine serine and threonine metabolism,0.4834651875506252,0.44977574421802735,0.4872808793814478,0.3893057945968546,0.46572505679556675,0.48701559974242614,0.4603708053619956,0.39813886427283285,0.5084595488335188,0.4630171251855582,0.4763260106913399,0.46601139213577875,0.4585859353919947,0.4300456384345044,0.45488763810931504,0.47194645520937845,0.4869765110240604,0.4539944684703361,0.39507608261307015,0.4437439100237156
M NGlycolysis  Gluconeogenesis,0.36653709215409735,0.2576227067689616,0.39518669137948187,0.24466496833228416,0.21940086765942737,0.3115939644659869,0.36002913878336423,0.2973388428554283,0.37735823584296413,0.341456964286431,0.39932820655464646,0.36246497357817137,0.3600038381480863,0.21709213118833573,0.32121425608493615,0.47329292591446676,0.29977277412630365,0.27651207250152215,0.2971978721858428,0.36858583371941656
M NGlycosaminoglycan degradation,0.5851983136536999,0.5241167770144888,0.5721118809267212,0.5098349288341193,0.524925174393859,0.5546235066134937,0.5832445728467021,0.520969493590239,0.660739271725921,0.4669237431641597,0.6948900379135592,0.5293193590028589,0.36776705774254836,0.2219586965018235,0.5179692357248559,0.6540467062618391,0.4527091873582533,0.43405554617854286,0.3687758575835178,0.5352060824159178
M NGlycosphingolipid biosynthesis - globo and isoglobo series,0.5891131107817988,0.5928426280523392,0.5840232969791092,0.625152730246729,0.5618862409260541,0.5669119366641131,0.5552275403680559,0.6425899225882195,0.5848070447324327,0.5651106629194114,0.6464778969967074,0.5766025027567498,0.6052388305834067,0.5747639451556698,0.5729326411156326,0.5914356637091972,0.5105975151790414,0.5418272671365415,0.5407262101391477,0.5828219110984272
M NGlycosphingolipid biosynthesis - lacto and neolacto series,0.5279637377176952,0.4574216820274724,0.47254997575652996,0.35872970775844176,0.39732358302725956,0.39857036827909287,0.48459560637362864,0.4929357477670631,0.4445155404415494,0.47606134073319933,0.48740467387413616,0.538329168472483,0.5148208056919722,0.4799834256461386,0.542271931693036,0.4872365858963429,0.5391493647703456,0.43776047347660146,0.47725234267706024,0.5211475821146379
M NGlycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.4693665095092617,0.4750812546474142,0.4250271560159006,0.30498573190734607,0.323403032415981,0.5288818019069431,0.4936704984342277,0.45792020221554186,0.34130425812986787,0.41089449421083496,0.3194351783245864,0.4740409421089578,0.4057217982130362,0.4642522698318365,0.41321593025691117,0.3844814570252655,0.4327612173739854,0.46204746284964593,0.3228163498008617,0.4617002558274302
M NHistidine metabolism,0.3732705019984562,0.2904730342661159,0.3325800245393259,0.2868243614068831,0.34424823121937115,0.32831576321132255,0.324582932953931,0.3465269354816381,0.28558481953882997,0.3352227455518677,0.37923085747182217,0.371712377546287,0.31707936778432916,0.28751157856756887,0.33390534977364483,0.30113330976394376,0.33996447856717,0.33380788177765464,0.29405635772239536,0.3095201651776785
M NLipoic acid metabolism,0.5154193329024296,0.47273344615837093,0.40118201244026114,0.3597531201906256,0.45369016306956256,0.6364676588891,0.41996315565433956,0.6191675175768487,0.3468523072122491,0.6098879890075741,0.5308509226122026,0.6171071536068535,0.46317633817514786,0.6015088101695486,0.5075767980163806,0.40030766868350337,0.6227411767689356,0.5730999768586083,0.6059793498321371,0.4079938074830381
M NLysine degradation,0.30314616377431775,0.30458434990128697,0.31839815588759446,0.27862580451054453,0.2594794670771111,0.2716156296305225,0.3236759849854196,0.3295428772433492,0.29008208318031975,0.32760044249137216,0.2936557006071334,0.33116439322303304,0.3537728812359524,0.3359415467799976,0.27426607659920466,0.2483559286384151,0.3049221672979902,0.3285729639374885,0.2868704153838965,0.32648142397052665
M NMannose type O-glycan biosynthesis,0.3830559809601512,0.36531603245810934,0.2821465586883084,0.2494829323074145,0.3241344099060964,0.34717914769677494,0.3183858119651153,0.2493913781643049,0.22022019352328773,0.3005528642057406,0.2585579493009336,0.2436301663330306,0.29629647340263476,0.27566124741267206,0.27911812209645853,0.2431833827055666,0.28313163316129014,0.3666532055972285,0.2183564545553963,0.24988721726423782
M NN-Glycan biosynthesis,0.4081068065134961,0.44368216608013417,0.5026915983573959,0.45690011566694233,0.40190254484647286,0.4969495720323141,0.5424311445421189,0.4842955887686808,0.4647026454205054,0.48314682779898777,0.4111898131474447,0.570694170442023,0.5602873724640319,0.5295996012360468,0.5125323634534933,0.4491210257944657,0.508478153143678,0.49126332921027355,0.47139167095416734,0.45546799761804074
M NNicotinate and nicotinamide metabolism,0.1735978595067347,0.15246692149556706,0.2559152170507619,0.16547509250307557,0.16022142821537366,0.2011355081227823,0.2751487485167789,0.24003560158978623,0.22632647968935538,0.20853642262302285,0.28352197947696156,0.20520185070216326,0.24180373897509275,0.1834236492646856,0.1839911741442702,0.2663696273767987,0.19330499615263622,0.15254403475064926,0.15749907306929242,0.2595281205870835
M NOne carbon pool by folate,0.2711533240088944,0.2985727868365782,0.42028516497058016,0.2884016325028661,0.24587328507762413,0.36149007883433637,0.3456006177595605,0.27899030826375043,0.3180360322819475,0.35961426337776814,0.1810335064873881,0.3757586465877939,0.3253158358151881,0.2938646882757779,0.3691759715067992,0.27530502956435987,0.2998782728532293,0.3253285637498823,0.2529463919529721,0.3115713349524336
M NPhenylalanine tyrosine and tryptophan biosynthesis,0.48338727214500044,0.6682649381428367,0.626004098275245,0.4418244649524999,0.4822070205678993,0.45700358365020377,0.6196453475616372,0.5816266202882082,0.6101477529150083,0.6262339146508817,0.6286824066122036,0.5513388557365647,0.5091424955843726,0.587091168184638,0.5587096575206962,0.5181071932338039,0.5833729788854524,0.535385943342247,0.6171084230294608,0.5986342653315927
M NPorphyrin metabolism,0.5575583256670209,0.20934161034732357,0.5434289484251071,0.3925554258961667,0.5111116329397655,0.5930376616430731,0.4833106883292632,0.5232852684857624,0.4431382073066265,0.48195474108342923,0.4360076210161733,0.47295828444265064,0.4429184462358676,0.33140022746558234,0.3499920996828145,0.33932946374420553,0.2979030041460374,0.2755455211879531,0.3276824124955748,0.3880357662626435
M NPrimary bile acid biosynthesis,0.5943837032580644,0.5350384248064517,0.6062966719032258,0.5701943372258064,0.6118610396774192,0.5058758295806453,0.6577915372903226,0.5787232951612902,0.44464385858064515,0.5073467253225806,0.591929933048387,0.6043829389677419,0.5792435572580645,0.5452235899677419,0.482522522483871,0.6441105387741936,0.509239801435484,0.5223540771612903,0.506582634,0.5218840798387098
M NPurine metabolism,0.26810250492901955,0.19431120640850735,0.3252042405036116,0.238843310377218,0.21361730199153783,0.3498613731489368,0.3682978650093623,0.30687436841146704,0.2403499362184739,0.31729107422474967,0.26416286623857,0.3538010598147003,0.2883017102300992,0.30250062190034316,0.20866626914216216,0.21603778723031242,0.2817707704230638,0.24232036649544977,0.2841884024899698,0.2956426899505663
M NPyruvate metabolism,0.3277504664266426,0.31671107039081925,0.5075417130506182,0.2793709180432189,0.28045151407403457,0.43689068764856975,0.4613870872638459,0.4615076688911559,0.32649970351983554,0.42143143939295563,0.40015503428774807,0.4967848327976881,0.48366629658734317,0.3944475655145671,0.4090269813351952,0.4698491898153708,0.34963351972429896,0.40175947488911995,0.4050994214776239,0.427046365864096
M NSphingolipid metabolism,0.3160238849447009,0.3126098619901581,0.3517886544439453,0.27606579304279005,0.25688818226934945,0.3019436082475071,0.37416433214951533,0.373435962508193,0.3047166993248898,0.3292357907408342,0.43766702261204654,0.39467084829076504,0.26231914566749714,0.293351484055014,0.3463662645635806,0.45310643161297887,0.29687476183712663,0.2735614003880996,0.34589639997818544,0.4014060866233099
M NStarch and sucrose metabolism,0.3110230333630952,0.21604659566357834,0.34078202874993446,0.2803493040932502,0.2310168181532735,0.3372653123904767,0.346342697277196,0.2682721422544064,0.2480305596555333,0.3195831399235194,0.32508952174038447,0.3154952183701991,0.32720685515661274,0.3165547579741708,0.2657398987834408,0.28755326481470567,0.3160225185106174,0.26276324323587763,0.34003403979992924,0.31812670416842825
M NSteroid biosynthesis,0.570883989284287,0.5746652361225956,0.5279399137693946,0.4700246336886577,0.4307113820583338,0.49023984005676186,0.5467218863655888,0.49244331649220924,0.5562239525270357,0.45736011848823627,0.5053884555749188,0.4426950690822743,0.4815629696036012,0.5533983258931361,0.5624713568872854,0.44518361186100697,0.6525457776696915,0.5484280989927198,0.5719417377172143,0.601117516648661
M NSteroid hormone biosynthesis,0.4833539457954978,0.43683962031760204,0.4878331170427113,0.44074350063448875,0.42572140215689713,0.48235502606044195,0.509508419182374,0.49441826265816313,0.4549168710464929,0.44618983744965235,0.5150887609844783,0.4569927818875041,0.47803660108148605,0.4757421916376609,0.3998975845373174,0.43287889229532184,0.42501954328901176,0.45305258413832605,0.4583014765930381,0.42233332082882963
M NTerpenoid backbone biosynthesis,0.3517229834561604,0.44050718525708965,0.5468631942177885,0.31566248465520386,0.20865424157003193,0.4197374422654781,0.5471305508592779,0.4597955756523088,0.33840678410128605,0.4128489875676822,0.24855744467271282,0.3800116608532918,0.5405102539326336,0.3932919743933765,0.37401888440517816,0.2650099483068887,0.25232890765127924,0.2512216890264268,0.4782539392092856,0.4412985207824419
M NTryptophan metabolism,0.5341516025944012,0.49933813186276305,0.5391692037644155,0.4837226488834527,0.4836678231223312,0.5209654172635233,0.49429725897779836,0.5494529375972526,0.5416318023015221,0.43468005153907924,0.589542586325044,0.5689864407465042,0.5483991963430807,0.5143057137724634,0.5647465708835748,0.587639583537385,0.4651527864610426,0.4485766729663809,0.5184810892489343,0.534793389242624
M NTyrosine metabolism,0.5035727809760798,0.4512121531726837,0.5084486802822955,0.4561210700535778,0.4457006602925139,0.49475755213240474,0.5002600865869301,0.5047555402422456,0.45149662401436497,0.45974345642497705,0.4841689136090397,0.4532912811544417,0.46091271365587494,0.4475253725206526,0.488752924929474,0.49531339235128063,0.43084010381445353,0.43143088788333656,0.4216151944134412,0.49030624177854226
M NValine leucine and isoleucine degradation,0.48849453667656306,0.47332498668193757,0.6052929306778663,0.4185454968262449,0.5029812398978594,0.5391146063824773,0.604560911817828,0.571774232203796,0.47703016053976643,0.5397268223547546,0.5166010638731469,0.5720143381731828,0.5689389611708955,0.552383935349885,0.5546926893835522,0.5182149839390081,0.5860842215199282,0.533588989026088,0.5232497762842941,0.5620336214751505
MAlanine aspartate and glutamate metabolism,0.5786783781339135,0.633031849958409,0.5920839580805295,0.6157831864026754,0.5808825440247837,0.6144708703377341,0.617724372742367,0.5709115641352751,0.5952772436787488,0.6636155592639815,0.6525449334622873,0.6330803068191364,0.6267050249671012,0.6484121233740254,0.6011284688593769,0.6316981088237309,0.7136117596798819,0.6264256412799427,0.6485052030104933,0.6506386519830454
MAscorbate and aldarate metabolism,0.6500010951863777,0.4577632747151255,0.7292516703134325,0.5642891210501314,0.5991488222510701,0.5321887344649819,0.7180251303323154,0.5206466611011349,0.3957840783676939,0.35803701784578695,0.5822606246857711,0.653286011246906,0.7292521848713501,0.4242258332387236,0.45394886457258155,0.5741235662964234,0.4823329245715147,0.4125654600000241,0.5367412677042116,0.6576849408545061
MBiotin metabolism,0.564918537727273,0.25398326836363644,0.6706365072727273,0.35082303563636363,0.45557728290909105,0.5758327236363638,0.6247314263636362,0.5246776018181819,0.6540368429090908,0.564918537727273,0.5024164680000001,0.5758327236363638,0.564918537727273,0.513763415909091,0.36208155454545454,0.47217694727272747,0.47217694727272747,0.5592330592727275,0.6540368429090908,0.6652953618181818
MButanoate metabolism,0.4749402227277631,0.40196804983640855,0.4678690811450379,0.3928223170710044,0.4057311003788067,0.35085660034716887,0.4085096987393431,0.4882245145615124,0.49089050200314177,0.469248117229723,0.4250021707559993,0.4603992144713681,0.5164669689109191,0.47635088536411013,0.48557998450936385,0.39371009098370996,0.44821924791126105,0.4601002493143466,0.4354177226944833,0.4540630548658454
MCaffeine metabolism,0.49458941586644495,0.4949562148294099,0.47623305902452734,0.48532613594232626,0.5097147113248527,0.5119410734674983,0.4413187110323552,0.4056137850294813,0.4971522605158505,0.504746609639913,0.52539989554548,0.4843823816327542,0.5088185575741,0.435919236541753,0.48331889468148026,0.5358462868028617,0.4702524669265552,0.46580321782619266,0.5643707109983422,0.490807843737624
MD-Amino acid metabolism,0.6713147069726831,0.6665564763389884,0.7206628310786237,0.6709490428478825,0.6578785848548458,0.6205450048575613,0.6683148858852137,0.7049340570442565,0.7345083355348248,0.7265664068035773,0.6683148858852137,0.7236535893364683,0.6912775363286237,0.7009805102195672,0.7083578670022299,0.7227259900022299,0.7917015386342071,0.6709490428478825,0.684400909869499,0.7267869741575003
MEther lipid metabolism,0.2104326019205687,0.19073849639166313,0.2059739308149071,0.1663354506599739,0.1936044948255893,0.1919286444690196,0.19514298333477825,0.21829608607681902,0.1936312999947991,0.19170350629962085,0.21802733674222627,0.20604055448529152,0.18275528619812167,0.1751664680799664,0.21766517222839543,0.1934725994543052,0.17233213734254293,0.1600250387523348,0.15509493206615063,0.17038760226243418
MFatty acid biosynthesis,0.4322216962697002,0.5291025160730615,0.5842138557062444,0.437667616977395,0.3595652364116912,0.438777925816092,0.4233437023190089,0.5409919027898769,0.5412251629019225,0.541797045783471,0.5059642835505769,0.5817880161900666,0.5113552127980179,0.6580663601005738,0.5675579596555214,0.5306154293589157,0.5690263992530031,0.5705312389194961,0.5813808913314084,0.5770867655200802
MFatty acid elongation,0.5111239391439422,0.3533355345193528,0.511046621741385,0.19762534801057416,0.2538357950743237,0.4763219902114988,0.47154918018928266,0.7190462414738442,0.4038707336654824,0.4377243786431004,0.6419138383160027,0.5001974820292001,0.4885050149101028,0.41014279371463547,0.24834010812424337,0.4226086282011124,0.33567728791503115,0.26428962181457966,0.25702237042637516,0.6389184883405972
MFructose and mannose metabolism,0.4932878350336012,0.42387851965257534,0.522148967144822,0.4940650245288735,0.4687707869227953,0.5103933534768019,0.5081838218705415,0.5138894130015853,0.4603825975671323,0.42910172815535597,0.5265622093311301,0.45735502503892017,0.5031480953458664,0.41256602472417153,0.4562615844208565,0.5315594666736329,0.4383219463212932,0.4518754074222061,0.4308275350101059,0.5001723158981999
MGlycerolipid metabolism,0.13585632801602643,0.14010878258955076,0.1752392889111712,0.12433521287354347,0.15162999688447978,0.15470053889317248,0.15967516732761225,0.1719028656100458,0.1806221358439409,0.1450424931934273,0.11498448158538985,0.1635881418448402,0.12522142866007996,0.1666185461263071,0.15134736516448694,0.17090932461458397,0.16468493965899939,0.13377152035730597,0.14253235109515552,0.169267097672121
MGlycerophospholipid metabolism,0.20984406819335674,0.18468700325334256,0.27695957170644103,0.17655851911071352,0.22413025360823027,0.20117400642137592,0.26054567679484064,0.27758365770414095,0.24062013444596334,0.2888484876689004,0.2717130780960122,0.2979031707214157,0.2567221167333958,0.22455655261104437,0.24787736199387617,0.23612786225938087,0.25438493967511094,0.15926372615964923,0.244240808171642,0.25311357657821165
MGlycosphingolipid biosynthesis - ganglio series,0.5288803408764595,0.5462527042540998,0.6202996079106605,0.5582880298809555,0.4812167576497161,0.4931578494333655,0.5903230947803529,0.47451191249732966,0.534756244294957,0.48410713128585475,0.6551347024460474,0.5403892250004975,0.5370061038868754,0.4364907436391317,0.49218279307769147,0.5811668238986716,0.4805909672310736,0.4904047587655856,0.5432495822083347,0.5708103386998158
MGlyoxylate and dicarboxylate metabolism,0.42558753773115965,0.37764684251833364,0.4646049144105122,0.3894810964671212,0.4011230142986454,0.43752418214086924,0.47601475933122983,0.516765324448003,0.519710616220692,0.43418709456656496,0.5340277350351523,0.517463098994719,0.45471900057045483,0.4064692212532922,0.393217499263939,0.5732386694921714,0.4915596149380135,0.382215575600106,0.39743851305155,0.49673955261017627
MInositol phosphate metabolism,0.34207457384764445,0.23241911673008414,0.3788633309576992,0.2629096228285592,0.28895600155793194,0.28526803408474044,0.3413548417215675,0.35101625214567916,0.3402300789140907,0.39161431822525833,0.3581030147859668,0.40939405228678394,0.3594605345582913,0.33034569720763446,0.27899056401011285,0.32439733592744435,0.3035986501735657,0.3116491779340254,0.3279056294947487,0.3664084275487952
MMucin type O-glycan biosynthesis,0.4186852445665069,0.3585418215280458,0.5484578424414707,0.44947059764998426,0.3902408571594584,0.3189712599347706,0.4021009901557823,0.3855616129872839,0.3852302967202978,0.34145084270962106,0.47295812061731773,0.30051654389424515,0.485804029587783,0.38270341292575716,0.36401612206178785,0.41146006378335914,0.2888520857776454,0.37212116671993184,0.3519748472626735,0.452088302423147
MNitrogen metabolism,0.43545106127443817,0.27801020027172807,0.2591684650145133,0.49206990291532265,0.3674267169707023,0.5182269493658893,0.36187526148963295,0.5491010019127087,0.32825585974172683,0.5742123791049609,0.4669588699788857,0.46564248172660766,0.5727673715774114,0.5012688395266077,0.365013830580368,0.2835954272635595,0.4714857266426643,0.45409242606703903,0.4578626397632215,0.5607705313368041
MOxidative phosphorylation,0.0783450859219124,0.08582592078460198,0.07165334424344243,0.09169705112395474,0.07290403073744481,0.15223140337536153,0.05334136701864373,0.05383527489365364,0.12728159262028432,0.09703336003175958,0.07776582303950737,0.14409861093035495,0.10221982761689094,0.05479789239725358,0.07290403073744481,0.13170174569670165,0.06559943100714685,0.0655394823582372,0.050137500687288006,0.07158786316973029
MPantothenate and CoA biosynthesis,0.48431378424570365,0.3573767486022034,0.5544651463231659,0.4585562914748461,0.36102492601009745,0.4922525055032689,0.5509612570766357,0.514809026404653,0.3838732040797942,0.4695326166507741,0.4788812175932069,0.5133383858044744,0.4958364801184225,0.4796434153528713,0.3812994784513382,0.46278411551200077,0.40280256611066284,0.409535291459126,0.4474788301883295,0.44810722124482255
MPentose and glucuronate interconversions,0.46288540774541503,0.3281776160281944,0.6095168932223399,0.47023411415365285,0.4487545976348058,0.5339314194157786,0.6253260431043245,0.47039246716855204,0.37920841135090183,0.3921518241729419,0.4832169113545726,0.5400834530512141,0.5710317794439183,0.39110357628240855,0.32760961638300096,0.4642559918342955,0.3752880757657916,0.36135598286345955,0.4279412668891478,0.49894533404831065
MPentose phosphate pathway,0.44743769557943636,0.30602471046377433,0.5629913079432484,0.4349938280679096,0.38251416458767507,0.5868806297679291,0.5821566574909329,0.46307308112066464,0.5466970793618663,0.38363616721119626,0.5244234325656992,0.44948870155768006,0.4395337828852717,0.30563728725281997,0.3555560550804336,0.5749647777393809,0.3157758361915413,0.3387734663240071,0.367403766952955,0.4798068625994606
MPhenylalanine metabolism,0.5243734674671717,0.5321042326967932,0.5654478832344225,0.4591876732234452,0.490896970329486,0.4810343500393011,0.5376996177503609,0.5115833888596152,0.5291501175248555,0.5401717409492276,0.5432235222247418,0.5041768847194376,0.48110966957488466,0.5129983438594362,0.5373420938971303,0.4950283258742557,0.5124638730183493,0.47779063008336126,0.541093105555906,0.5584156197189178
MPropanoate metabolism,0.3847635530997434,0.37513974189426014,0.6097124073865018,0.2808310410217675,0.5195341880542332,0.4609380912754565,0.6000562547635181,0.4526652693975809,0.4177095450772225,0.4238334073444002,0.33957663905562024,0.5331071458773176,0.5415267918148428,0.4187114385956712,0.4849125457288361,0.5210214288202193,0.5298040968175689,0.3352097503884863,0.36616280781062616,0.5462196731218384
MPyrimidine metabolism,0.3361204758733905,0.2298342276717127,0.2900014739581876,0.2600648953628284,0.24420301667345126,0.32749459878236925,0.3093694712873503,0.28710608049756553,0.2798133658936402,0.29205404442685207,0.27393698495529134,0.25266649721273143,0.2702297795928228,0.2323330686106917,0.22693318295927992,0.2857754150773018,0.27634437525758476,0.24272604650343466,0.2414357050575393,0.30704978889502843
MRiboflavin metabolism,0.4156591564762994,0.4016603242791524,0.43351657143243755,0.2001178375559415,0.18088845705865064,0.40362287011259296,0.6547659419813708,0.41285904891736785,0.1980931019355284,0.21269782062680606,0.3802430397875451,0.4507785353448095,0.33309026739600717,0.2615193213050612,0.27262788049140513,0.46948954009550875,0.24805493812550028,0.12882952650207802,0.28429834631898465,0.3678835436287738
MSulfur metabolism,0.4174414890265573,0.2456181028966295,0.31041199440352985,0.21605803584941663,0.5435989896534545,0.29594105702651746,0.4472125671727249,0.4179654795551221,0.35595843021157514,0.30665961382041274,0.623790426681134,0.5092463673502506,0.37836714656627357,0.2599397972746284,0.22782402074899838,0.41521265926205214,0.19660190394177401,0.2687800989683279,0.44989994446890585,0.28109516909290144
MTaurine and hypotaurine metabolism,0.31563024231639386,0.3476673214205781,0.37675540086493664,0.26506314424810223,0.45592482428557857,0.32719775203700524,0.3328103055569271,0.25993467079768695,0.28094666677124946,0.2774302040510708,0.38179245192721195,0.2963250156032144,0.32253939504940016,0.3123398804492433,0.3197710258280397,0.39513736488952506,0.2812485475260305,0.2786794887882362,0.323326260411942,0.4001335363444125
MThiamine metabolism,0.44524499320000005,0.2562157789,0.4372640673,0.1657763794,0.151933293,0.3307954595,0.44929634090000004,0.5065434473,0.29592453830000004,0.5490970694999999,0.2653564858,0.4881714735,0.32451899390000005,0.5653808292,0.5258931896,0.44277747190000005,0.38483482950000003,0.2575236796,0.5428985208999999,0.284920933
MUbiquinone and other terpenoid-quinone biosynthesis,0.6879929622811003,0.49520434556989495,0.6846010193453088,0.4650446677533217,0.5712563310298904,0.6221749444573567,0.560781754690888,0.6789070144295606,0.5554812533286858,0.6472733920447454,0.46872663805693693,0.7180218398984367,0.537988303006318,0.5737086859988655,0.6568329853731816,0.5918197189080556,0.5479426172723564,0.44341433580104445,0.5090498394526527,0.6458109019167374
MValine leucine and isoleucine biosynthesis,0.0890202134567503,0.10621959155564302,0.36488888269993086,0.08575311874423677,0.09801498251431548,0.22321056414937746,0.6729503125522104,0.45981062363290937,0.13667267913195072,0.30756974346806554,0.08078744982527793,0.2950995361140061,0.16106414351642223,0.2065671843637756,0.3887891064951293,0.48339745868293943,0.40463802037080854,0.28939342358855147,0.36093663036960094,0.355928741777817
MVarious types of N-glycan biosynthesis,0.21940131153673767,0.3446514419923536,0.34477882021884465,0.15658314840897894,0.12891889333636392,0.19743407559290144,0.31544895931852573,0.43337463639134094,0.5060174889013456,0.3801029742566192,0.34576304546721476,0.5553148790744532,0.4638544317872204,0.40213779444003145,0.46394280588708875,0.3636126707256738,0.24532606527202677,0.20141784256908082,0.26799455335648137,0.3530065260576994
MVitamin B6 metabolism,0.5831011972650296,0.5118323000861581,0.6904965555986357,0.2639961642994601,0.3747993508928245,0.43519992038983846,0.6425004625986356,0.7804521625965263,0.5970803187690716,0.48065479197015676,0.7133241114246127,0.5266684683727328,0.6624246726272451,0.40411211608004344,0.44780780380886603,0.690474984062393,0.7163118341326212,0.6088360215849933,0.5138926704287986,0.6000721622788426
Malaria,0.5452173649311022,0.2941061485700284,0.6125077359222032,0.374207018511781,0.3425836277811687,0.4889539782045916,0.6821060617186205,0.38594058771192224,0.6135514612175114,0.43872471107036964,0.5167108410095704,0.31880556546356525,0.44054051004405226,0.3061870644386754,0.48215521076373324,0.5280093107462779,0.4589704817776992,0.2727552342722485,0.36488653365967333,0.5967838421950341
Malpha-Linolenic acid metabolism,0.38312687538902995,0.20200883399640654,0.3329723866159221,0.18026583887252062,0.28158033099924534,0.1777484751549741,0.10703218524101189,0.26929036458164485,0.3141282003846195,0.20703313177931232,0.3021714697878142,0.2923979358403676,0.301023720083346,0.17994891952295877,0.32206478154275625,0.315602076583346,0.3843304659529196,0.16747644408727563,0.34559433887526114,0.3149196102114044
Maturity onset diabetes of the young,0.54265850559375,0.54734363953125,0.5104627831249999,0.5732876905,0.5337490947500001,0.5125415499375,0.533628174375,0.5460464542500001,0.52376105621875,0.52771137659375,0.56246879171875,0.5766553478750001,0.53874069415625,0.54202804353125,0.48013505121875005,0.53621752671875,0.5151891789687499,0.50866230790625,0.53571431621875,0.5474547285
Mbeta-Alanine metabolism,0.34584025386861694,0.29431080730646025,0.3416623826192688,0.302671647024778,0.3576328845826504,0.336002422200917,0.36838305529938276,0.3108280463536078,0.2988630363361884,0.2608928206888315,0.3156878462995108,0.28481803479183754,0.26202654519840807,0.24971078509888076,0.3175311360289564,0.34432789088999827,0.26224481764566,0.21545490165930292,0.2626342770711621,0.32418716175117573
Melanogenesis,0.26941799296784924,0.3169765046174902,0.36090628247790485,0.30239955925212086,0.34095628547065215,0.25214240257501447,0.3202268305160559,0.3707958068011538,0.3853746270012083,0.3442003751930504,0.40374558139931965,0.35616679230384735,0.3200545255849331,0.31609800050314985,0.3900527576633004,0.3351410886928965,0.3779871754689653,0.2876858647072276,0.26125128238668205,0.4242490569881565
