,17-002,17-006,17-019,17-023,17-026,17-027,17-030,17-034,17-040,17-041,17-042,17-043,17-045,17-047,17-054,17-055,17-057,17-058,17-060,17-061
Longevity regulating pathway,0.42601293325424194,0.45252177119255066,0.40595608949661255,0.3835510015487671,0.41372379660606384,0.40982285141944885,0.4223325550556183,0.5380780696868896,0.5130438804626465,0.4755774736404419,0.4821721911430359,0.5167677402496338,0.502595841884613,0.5055495500564575,0.5416800379753113,0.5214158296585083,0.5054068565368652,0.4812399446964264,0.4696669280529022,0.49608540534973145
M NAmino sugar and nucleotide sugar metabolism,0.552207887172699,0.44240015745162964,0.4819733798503876,0.44739511609077454,0.4631492495536804,0.491523414850235,0.5966466665267944,0.5226383209228516,0.4698394238948822,0.45419153571128845,0.6087825298309326,0.48545268177986145,0.4610653221607208,0.379856675863266,0.49466651678085327,0.5512014627456665,0.45813003182411194,0.4684934616088867,0.46045243740081787,0.5495696067810059
M NArginine and proline metabolism,0.6048065423965454,0.5492179989814758,0.4948026239871979,0.5273418426513672,0.5424551963806152,0.5469833612442017,0.5419718027114868,0.5187524557113647,0.5981948971748352,0.5138153433799744,0.5896884799003601,0.5833150148391724,0.5708609819412231,0.5858931541442871,0.5861972570419312,0.6141626834869385,0.5734366774559021,0.553395688533783,0.5271221399307251,0.5481888651847839
M NArginine biosynthesis,0.5110422372817993,0.5579123497009277,0.5545008778572083,0.5343973636627197,0.5203670859336853,0.5612187385559082,0.5556738376617432,0.5386695861816406,0.5523836016654968,0.6053730845451355,0.6016184091567993,0.5201300382614136,0.5683724880218506,0.5560922622680664,0.5373275876045227,0.5796764492988586,0.6605001091957092,0.5787147283554077,0.5667644143104553,0.6135215163230896
M NCitrate cycle (TCA cycle),0.6100448966026306,0.5836058259010315,0.6823714971542358,0.6187941431999207,0.5894020795822144,0.6786956787109375,0.6680760979652405,0.7437126636505127,0.6176009774208069,0.6177401542663574,0.6506069898605347,0.7171779870986938,0.6927433609962463,0.622081995010376,0.6361584663391113,0.6696091890335083,0.6575064063072205,0.6173896193504333,0.6162063479423523,0.6073086261749268
M NCysteine and methionine metabolism,0.5477719902992249,0.5192309021949768,0.5884900689125061,0.480795681476593,0.478319376707077,0.5023331642150879,0.569718062877655,0.5788443684577942,0.5365602374076843,0.582190990447998,0.5113736987113953,0.6114507913589478,0.5929763913154602,0.5628896355628967,0.5974956154823303,0.6349161863327026,0.629357635974884,0.5929779410362244,0.5763035416603088,0.6038572788238525
M NFatty acid degradation,0.4041019678115845,0.26544612646102905,0.5178494453430176,0.31544730067253113,0.2797260880470276,0.360749751329422,0.4789159595966339,0.5665829181671143,0.3477343022823334,0.38985922932624817,0.43151047825813293,0.4415319263935089,0.4997330904006958,0.35300031304359436,0.3628188967704773,0.40179094672203064,0.3474954068660736,0.364376962184906,0.3600115180015564,0.4313889145851135
M NFolate biosynthesis,0.49621835350990295,0.44161203503608704,0.4892469644546509,0.43867188692092896,0.47761958837509155,0.4476039707660675,0.5201084613800049,0.5192567110061646,0.475500226020813,0.5515090823173523,0.5193093419075012,0.5229872465133667,0.5106086730957031,0.4971649646759033,0.4659275412559509,0.4883902370929718,0.5176534056663513,0.48257172107696533,0.5050552487373352,0.551979660987854
M NGalactose metabolism,0.47331222891807556,0.5034050941467285,0.42347368597984314,0.4152042269706726,0.5855635404586792,0.3334207832813263,0.4080737829208374,0.47440558671951294,0.35233238339424133,0.46452033519744873,0.5447161793708801,0.4602087736129761,0.3277415633201599,0.4635610580444336,0.5016061067581177,0.4492246210575104,0.390897661447525,0.3426097631454468,0.2282906323671341,0.4170316755771637
M NGlutathione metabolism,0.4012388586997986,0.4088117480278015,0.41941624879837036,0.36147499084472656,0.4156496524810791,0.3863319158554077,0.4365057349205017,0.37099364399909973,0.40426307916641235,0.42349565029144287,0.41265547275543213,0.4568915069103241,0.3869117498397827,0.32842621207237244,0.4507724642753601,0.4392353296279907,0.38138771057128906,0.3867788314819336,0.3942982852458954,0.42910560965538025
M NGlycine serine and threonine metabolism,0.5767289996147156,0.5430395603179932,0.567436158657074,0.4825693368911743,0.5458807945251465,0.5671709179878235,0.5331716537475586,0.47093966603279114,0.5954625606536865,0.5431724190711975,0.5491268634796143,0.5592750310897827,0.5518500208854675,0.5028465986251831,0.5276885032653809,0.5521017909049988,0.5671318769454956,0.5267953872680664,0.46787726879119873,0.5238987803459167
M NGlycolysis  Gluconeogenesis,0.3815065622329712,0.2661612927913666,0.4117324948310852,0.25396090745925903,0.23455077409744263,0.325126588344574,0.3777710795402527,0.31101614236831665,0.4048963189125061,0.36190730333328247,0.4086250960826874,0.3829294741153717,0.37810298800468445,0.22945381700992584,0.34276026487350464,0.48956209421157837,0.31886932253837585,0.29064443707466125,0.3086830973625183,0.3818477988243103
M NGlycosaminoglycan degradation,0.5851982831954956,0.5241168141365051,0.572111964225769,0.5098349452018738,0.524925172328949,0.5546234846115112,0.5832445621490479,0.5209695100784302,0.6607392430305481,0.4669237732887268,0.6948900818824768,0.5293192863464355,0.3677670359611511,0.2219586819410324,0.5179692506790161,0.6540467143058777,0.4527091979980469,0.4340555667877197,0.36877578496932983,0.535206139087677
M NGlycosphingolipid biosynthesis - globo and isoglobo series,0.5891131162643433,0.5928426384925842,0.5840232372283936,0.6251526474952698,0.561886191368103,0.5669118762016296,0.5552274584770203,0.6425899267196655,0.5848070383071899,0.5651105642318726,0.6464778780937195,0.5766023993492126,0.6052387952804565,0.5747638940811157,0.5729326009750366,0.5914356708526611,0.5105974674224854,0.5418272018432617,0.5407261848449707,0.582821786403656
M NGlycosphingolipid biosynthesis - lacto and neolacto series,0.527963399887085,0.45742136240005493,0.472549706697464,0.35872960090637207,0.3973235785961151,0.3985697627067566,0.48459509015083313,0.49293550848960876,0.4445151686668396,0.4760609269142151,0.48740479350090027,0.5383287072181702,0.5148210525512695,0.47998353838920593,0.5422725677490234,0.48723655939102173,0.5391495823860168,0.43776094913482666,0.4772526025772095,0.5211477279663086
M NGlycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.46936655044555664,0.4750812351703644,0.42502716183662415,0.30498579144477844,0.3234030306339264,0.5288817882537842,0.49367058277130127,0.4579201936721802,0.34130430221557617,0.410894513130188,0.3194352388381958,0.4740409255027771,0.4057217836380005,0.4642522633075714,0.4132159650325775,0.3844814598560333,0.43276119232177734,0.4620474576950073,0.3228163719177246,0.4617002308368683
M NHistidine metabolism,0.7066038250923157,0.6238064169883728,0.6659133434295654,0.6201576590538025,0.6775816082954407,0.6616490483283997,0.657916247844696,0.6798602938652039,0.6189181804656982,0.6685560345649719,0.71256422996521,0.7050457000732422,0.6504127383232117,0.6208449006080627,0.6672386527061462,0.6344666481018066,0.6732978224754333,0.6671412587165833,0.6273896098136902,0.6428534984588623
M NLipoic acid metabolism,0.5588974952697754,0.5162116885185242,0.4446602761745453,0.40323132276535034,0.49716851115226746,0.6799457669258118,0.463441401720047,0.662645697593689,0.39033055305480957,0.6533661484718323,0.5743290781974792,0.660585343837738,0.5066545605659485,0.6449869871139526,0.5510550737380981,0.44378596544265747,0.6662193536758423,0.6165781617164612,0.6494575142860413,0.4514719843864441
M NLysine degradation,0.576734721660614,0.5579975843429565,0.5988646745681763,0.5448098182678223,0.5182506442070007,0.5410999059677124,0.6060397028923035,0.6066426038742065,0.5663694143295288,0.5863747000694275,0.5760194063186646,0.6037737727165222,0.6253690123558044,0.587580680847168,0.5360698103904724,0.5307196378707886,0.5656823515892029,0.579076886177063,0.5408738851547241,0.6088461875915527
M NMannose type O-glycan biosynthesis,0.6747226715087891,0.6569826602935791,0.573813259601593,0.5411496162414551,0.6158009767532349,0.6388458609580994,0.6100524067878723,0.5410580039024353,0.5118867754936218,0.5922195315361023,0.5502246618270874,0.5352967381477356,0.5879630446434021,0.5673277974128723,0.5707847476005554,0.5348499417304993,0.5747982859611511,0.6583197712898254,0.5100231170654297,0.5415538549423218
M NN-Glycan biosynthesis,0.4172433316707611,0.4588320851325989,0.5045979619026184,0.4571234881877899,0.4050326645374298,0.5035868883132935,0.5469545722007751,0.48657697439193726,0.466049462556839,0.4919704794883728,0.4143432080745697,0.5813085436820984,0.5660759210586548,0.5371248722076416,0.5148476362228394,0.4515935182571411,0.5144196152687073,0.4954361021518707,0.47545740008354187,0.46176981925964355
M NNicotinate and nicotinamide metabolism,0.3248245418071747,0.3016577661037445,0.40668419003486633,0.31567513942718506,0.3095880448818207,0.3534385859966278,0.42768412828445435,0.3909732699394226,0.37696143984794617,0.3676755428314209,0.43245819211006165,0.36356934905052185,0.39252325892448425,0.3375381529331207,0.33443185687065125,0.41660624742507935,0.34334900975227356,0.30193522572517395,0.3064539134502411,0.4093368947505951
M NOne carbon pool by folate,0.4260269105434418,0.4156336486339569,0.5702911615371704,0.3964553773403168,0.4090251922607422,0.45569172501564026,0.5340086817741394,0.3734875023365021,0.4356061518192291,0.5286088585853577,0.2950880825519562,0.5183190107345581,0.48846766352653503,0.35863175988197327,0.477769136428833,0.3928753733634949,0.43438392877578735,0.4733564853668213,0.3989165127277374,0.4969191253185272
M NPhenylalanine tyrosine and tryptophan biosynthesis,0.4833872616291046,0.6682650446891785,0.626004159450531,0.4418244957923889,0.4822070300579071,0.45700356364250183,0.6196455359458923,0.5816265940666199,0.6101478338241577,0.6262339949607849,0.6286824345588684,0.5513389110565186,0.5091425180435181,0.5870912075042725,0.5587095618247986,0.5181071758270264,0.5833730697631836,0.5353859066963196,0.6171084642410278,0.5986343026161194
M NPorphyrin metabolism,0.5699633359909058,0.23567795753479004,0.5558339357376099,0.4174478352069855,0.5309961438179016,0.6073126196861267,0.5013577938079834,0.5481776595115662,0.4630226790904999,0.5036066174507141,0.4648434519767761,0.49628520011901855,0.4662453234195709,0.3602359890937805,0.36239713430404663,0.3626564145088196,0.32673877477645874,0.3043813109397888,0.34195730090141296,0.4079202711582184
M NPrimary bile acid biosynthesis,0.594383716583252,0.535038411617279,0.6062965989112854,0.5701942443847656,0.6118609309196472,0.5058758854866028,0.6577915549278259,0.5787234306335449,0.4446440637111664,0.5073466897010803,0.5919297933578491,0.6043829321861267,0.5792434811592102,0.5452237129211426,0.482522577047348,0.6441105604171753,0.5092398524284363,0.522354006767273,0.5065826177597046,0.5218839049339294
M NPurine metabolism,0.38619810342788696,0.30996787548065186,0.441016286611557,0.3529447019100189,0.32083797454833984,0.4752277433872223,0.49661728739738464,0.42293694615364075,0.3538040220737457,0.4392029047012329,0.37407806515693665,0.4687240421772003,0.40768006443977356,0.4281834065914154,0.3259190320968628,0.3265552818775177,0.40601351857185364,0.35171031951904297,0.3962608277797699,0.41871848702430725
M NPyruvate metabolism,0.36323046684265137,0.34695422649383545,0.55888831615448,0.3148510158061981,0.3367763161659241,0.4882371425628662,0.5267115235328674,0.48673656582832336,0.3918241262435913,0.46757781505584717,0.43563514947891235,0.5481313467025757,0.5298126339912415,0.44059398770332336,0.47435125708580017,0.5106703042984009,0.41495785117149353,0.44790586829185486,0.44592052698135376,0.47319281101226807
M NSphingolipid metabolism,0.45004454255104065,0.44663041830062866,0.48580896854400635,0.410086452960968,0.390908807516098,0.43596410751342773,0.5081850290298462,0.5074567794799805,0.4387374520301819,0.4632563292980194,0.5716877579689026,0.5286915302276611,0.39633992314338684,0.4273722469806671,0.4803871810436249,0.5871269106864929,0.4308953285217285,0.40758198499679565,0.479917049407959,0.535426676273346
M NStarch and sucrose metabolism,0.4315604567527771,0.27156853675842285,0.4562909007072449,0.40009063482284546,0.2834649980068207,0.4953831136226654,0.4816792905330658,0.404278963804245,0.3636475205421448,0.3856862485408783,0.4543113112449646,0.3976512849330902,0.3767964243888855,0.38137108087539673,0.37317243218421936,0.3946884572505951,0.36113736033439636,0.31852585077285767,0.4197006821632385,0.37897971272468567
M NSteroid biosynthesis,0.6586032509803772,0.6623844504356384,0.6156591176986694,0.5577438473701477,0.5184306502342224,0.5779592394828796,0.6344411969184875,0.5801627039909363,0.643943190574646,0.5450794696807861,0.5931077003479004,0.5304142832756042,0.5692822933197021,0.641117513179779,0.6501907110214233,0.5329028964042664,0.7402649521827698,0.6361475586891174,0.659661054611206,0.6888367533683777
M NSteroid hormone biosynthesis,0.4846686124801636,0.43790605664253235,0.4887904226779938,0.4424513578414917,0.4267440438270569,0.483474463224411,0.5107174515724182,0.49552690982818604,0.4554890990257263,0.4472370147705078,0.5164990425109863,0.4577908217906952,0.4795475900173187,0.4777795970439911,0.4009706377983093,0.43381980061531067,0.42631012201309204,0.4548729658126831,0.46033400297164917,0.42298623919487
M NTerpenoid backbone biosynthesis,0.3670637309551239,0.443708598613739,0.600779116153717,0.33237117528915405,0.21251210570335388,0.45108890533447266,0.5777088403701782,0.5139580368995667,0.3429621160030365,0.467011421918869,0.2699093818664551,0.4337455928325653,0.5793616771697998,0.46017661690711975,0.4103907346725464,0.29303744435310364,0.28459829092025757,0.27908599376678467,0.48179861903190613,0.45680421590805054
M NTryptophan metabolism,0.5461998581886292,0.5113862156867981,0.5512173771858215,0.49577078223228455,0.4957160949707031,0.533013641834259,0.506345272064209,0.5615012049674988,0.5536801218986511,0.4467284083366394,0.6015908122062683,0.5810345411300659,0.5604473948478699,0.5263537764549255,0.5767945647239685,0.5996877551078796,0.47720101475715637,0.4606248736381531,0.5305293202400208,0.546841561794281
M NTyrosine metabolism,0.5035727024078369,0.4512121379375458,0.508448600769043,0.456121027469635,0.44570067524909973,0.49475759267807007,0.5002599954605103,0.5047554969787598,0.45149651169776917,0.459743469953537,0.4841686189174652,0.45329126715660095,0.460912823677063,0.4475252628326416,0.4887528419494629,0.49531325697898865,0.430839866399765,0.431430846452713,0.4216150939464569,0.4903062582015991
M NValine leucine and isoleucine degradation,0.5123040080070496,0.4971347153186798,0.6291025280952454,0.44235503673553467,0.5267908573150635,0.5629239678382874,0.628370463848114,0.5955836772918701,0.50083988904953,0.5635365843772888,0.5404103994369507,0.5958238840103149,0.5927484631538391,0.5761933326721191,0.5785022974014282,0.5420243740081787,0.609893798828125,0.5573985576629639,0.5470595359802246,0.5858429670333862
MAlanine aspartate and glutamate metabolism,0.6507502794265747,0.7051042318344116,0.6641559600830078,0.6878553628921509,0.6529545187950134,0.6865428686141968,0.6897961497306824,0.6429838538169861,0.6673488616943359,0.7356873154640198,0.7246171832084656,0.7051520347595215,0.6987769603729248,0.7204843759536743,0.6732005476951599,0.703769862651825,0.785683274269104,0.6984974145889282,0.7205770015716553,0.722710907459259
Malaria,0.5452173352241516,0.294106125831604,0.6125077605247498,0.3742070198059082,0.34258362650871277,0.48895397782325745,0.6821060180664062,0.3859405815601349,0.6135514974594116,0.43872472643852234,0.5167108178138733,0.3188055753707886,0.44054052233695984,0.30618706345558167,0.4821552336215973,0.528009295463562,0.4589705169200897,0.2727552354335785,0.3648865520954132,0.5967838168144226
Malpha-Linolenic acid metabolism,0.3831334710121155,0.20202472805976868,0.3329761028289795,0.18028755486011505,0.2815914750099182,0.17775258421897888,0.10706803947687149,0.2692907750606537,0.3141346573829651,0.20703725516796112,0.3021719753742218,0.2923985421657562,0.3010280728340149,0.17994903028011322,0.32206597924232483,0.31560248136520386,0.3843342065811157,0.16749650239944458,0.3455943465232849,0.31491994857788086
MAscorbate and aldarate metabolism,0.6500011086463928,0.4577632248401642,0.7292517423629761,0.5642890930175781,0.5991487503051758,0.5321887135505676,0.7180250883102417,0.5206466317176819,0.39578408002853394,0.35803699493408203,0.5822606086730957,0.6532859802246094,0.729252278804779,0.4242258071899414,0.45394882559776306,0.5741235613822937,0.4823329448699951,0.4125654399394989,0.5367412567138672,0.6576849818229675
Maturity onset diabetes of the young,0.5641122460365295,0.5256074666976929,0.4818371534347534,0.547351598739624,0.558897852897644,0.5113533735275269,0.509591817855835,0.5711950659751892,0.5489097833633423,0.5341830253601074,0.5788804292678833,0.5526189804077148,0.557845413684845,0.5484998226165771,0.4789469242095947,0.5613663196563721,0.5216608047485352,0.48272621631622314,0.5421860218048096,0.5257186889648438
Mbeta-Alanine metabolism,0.5125070214271545,0.4609776437282562,0.5083292722702026,0.4693382978439331,0.5242993831634521,0.5026692152023315,0.5350496172904968,0.477495014667511,0.4655299186706543,0.4275595247745514,0.48235443234443665,0.4514845907688141,0.42869338393211365,0.4163775146007538,0.4841975271701813,0.5109944939613342,0.42891159653663635,0.3821215033531189,0.42930084466934204,0.4908541440963745
MBiotin metabolism,0.5649183392524719,0.2539832592010498,0.6706364154815674,0.3508231043815613,0.45557719469070435,0.5758325457572937,0.6247314810752869,0.5246775150299072,0.6540367603302002,0.5649183392524719,0.5024163722991943,0.5758325457572937,0.5649183392524719,0.5137633681297302,0.3620816171169281,0.47217684984207153,0.47217684984207153,0.5592328906059265,0.6540367603302002,0.6652952432632446
MButanoate metabolism,0.4758151173591614,0.4028131067752838,0.46832799911499023,0.39368143677711487,0.4062201976776123,0.35150405764579773,0.40920770168304443,0.48839280009269714,0.49166369438171387,0.47077590227127075,0.4257095158100128,0.4624265134334564,0.5172739028930664,0.4771023392677307,0.4858010411262512,0.39522141218185425,0.4491308033466339,0.4614081382751465,0.43717965483665466,0.4549325406551361
MCaffeine metabolism,0.4945894181728363,0.49495625495910645,0.4762330651283264,0.4853261411190033,0.5097147226333618,0.5119410753250122,0.4413187503814697,0.4056137502193451,0.4971522390842438,0.5047465562820435,0.525399923324585,0.48438239097595215,0.5088185667991638,0.43591928482055664,0.48331889510154724,0.5358462929725647,0.47025251388549805,0.46580323576927185,0.5643707513809204,0.4908078610897064
MD-Amino acid metabolism,0.6713147163391113,0.6665564775466919,0.7206628322601318,0.6709490418434143,0.657878577709198,0.6205450296401978,0.6683148741722107,0.7049341201782227,0.7345083951950073,0.7265664339065552,0.6683148741722107,0.7236536145210266,0.6912775039672852,0.7009804844856262,0.7083578109741211,0.7227259874343872,0.7917015552520752,0.6709490418434143,0.6844009160995483,0.7267869710922241
Melanogenesis,0.29947420954704285,0.3128065764904022,0.3812696933746338,0.33864298462867737,0.33219802379608154,0.2819378972053528,0.3112584948539734,0.4076981842517853,0.37373414635658264,0.37864771485328674,0.4357534348964691,0.3843127191066742,0.3485472798347473,0.33952194452285767,0.3945084810256958,0.3885384202003479,0.39979177713394165,0.30844196677207947,0.29477056860923767,0.42186179757118225
Metabolism of xenobiotics by cytochrome P450,0.4788401126861572,0.41117310523986816,0.4686785936355591,0.504256546497345,0.4912419319152832,0.4511667490005493,0.44444116950035095,0.4428856670856476,0.4239982068538666,0.4985996186733246,0.4790266454219818,0.46980324387550354,0.37738826870918274,0.48410817980766296,0.4490813612937927,0.48397234082221985,0.42111191153526306,0.3827905058860779,0.5132487416267395,0.45184746384620667
MEther lipid metabolism,0.4568602740764618,0.36724215745925903,0.5091924667358398,0.34182894229888916,0.43577325344085693,0.42116817831993103,0.4201180338859558,0.5215133428573608,0.4143804609775543,0.4935634136199951,0.45157453417778015,0.4942755699157715,0.48597389459609985,0.4783836305141449,0.42637085914611816,0.39151808619499207,0.36721813678741455,0.3726258873939514,0.37584182620048523,0.4367920160293579
MFatty acid biosynthesis,0.5049487352371216,0.6018295884132385,0.6569412350654602,0.5103951692581177,0.4322928786277771,0.5115058422088623,0.4960712194442749,0.6137186288833618,0.6139522194862366,0.614524781703949,0.5786911845207214,0.6545147895812988,0.5840827822685242,0.730793833732605,0.6402854919433594,0.6033426523208618,0.6417532563209534,0.6432585120201111,0.6541089415550232,0.6498140096664429
MFatty acid elongation,0.5338512063026428,0.3760628402233124,0.5337738394737244,0.22035269439220428,0.2765630781650543,0.49904918670654297,0.4942764937877655,0.7417735457420349,0.4265979826450348,0.460451602935791,0.6646411418914795,0.5229247808456421,0.511232316493988,0.4328700304031372,0.27106744050979614,0.44533586502075195,0.35840460658073425,0.287016898393631,0.27974972128868103,0.6616458892822266
MFructose and mannose metabolism,0.550429105758667,0.47477713227272034,0.5651525855064392,0.5507076978683472,0.5158244967460632,0.5535610914230347,0.5546777248382568,0.5676354169845581,0.5227108001708984,0.4768204092979431,0.5928020477294922,0.5011240839958191,0.5495690703392029,0.4552525579929352,0.5127882361412048,0.5979601740837097,0.48442044854164124,0.49486634135246277,0.47384169697761536,0.5512259602546692
MGlycerolipid metabolism,0.2674484848976135,0.27659186720848083,0.3054819405078888,0.2662414610385895,0.27338021993637085,0.25258275866508484,0.2991863787174225,0.30773240327835083,0.3344043493270874,0.25163334608078003,0.2556014955043793,0.3069223463535309,0.21906019747257233,0.3110465407371521,0.2830604016780853,0.2925567030906677,0.2860628366470337,0.28281301259994507,0.270321786403656,0.3042377829551697
MGlycerophospholipid metabolism,0.3477437496185303,0.32121533155441284,0.4362376630306244,0.30377328395843506,0.3625720143318176,0.33638009428977966,0.3970640301704407,0.4358464479446411,0.38701239228248596,0.4447594881057739,0.40927159786224365,0.45746052265167236,0.4118037223815918,0.39560920000076294,0.3914808928966522,0.3717736601829529,0.3925558626651764,0.3064556121826172,0.3812417685985565,0.40674421191215515
MGlycosphingolipid biosynthesis - ganglio series,0.5288804769515991,0.5462527871131897,0.620299756526947,0.5582880973815918,0.48121681809425354,0.49315789341926575,0.5903232097625732,0.4745119512081146,0.5347563624382019,0.484107106924057,0.655134916305542,0.5403892397880554,0.5370061993598938,0.4364907741546631,0.4921828806400299,0.5811669826507568,0.4805910587310791,0.4904048442840576,0.5432497262954712,0.5708103775978088
MGlyoxylate and dicarboxylate metabolism,0.5379783511161804,0.4955742359161377,0.5763952136039734,0.49858492612838745,0.5119829177856445,0.556719958782196,0.5852476358413696,0.6303938031196594,0.6309354901313782,0.5457110404968262,0.6431610584259033,0.6331197619438171,0.5663647651672363,0.5169786214828491,0.5090315937995911,0.6829648017883301,0.6058683395385742,0.5014874339103699,0.5088394284248352,0.6063833832740784
MicroRNAs in cancer,0.5076324343681335,0.492155522108078,0.4843226969242096,0.49757158756256104,0.5011410713195801,0.5075574517250061,0.5202637314796448,0.5254935026168823,0.5212512612342834,0.4739384651184082,0.5030511617660522,0.46622374653816223,0.49532169103622437,0.4877859055995941,0.49865102767944336,0.5047398209571838,0.5193898677825928,0.5084498524665833,0.5072884559631348,0.5268987417221069
Mineral absorption,0.6271491050720215,0.7803635001182556,0.696937620639801,0.5792690515518188,0.6067157983779907,0.5549663305282593,0.8117628693580627,0.6070767045021057,0.7965703010559082,0.7311304211616516,0.779009222984314,0.7960559129714966,0.7821646928787231,0.8148117661476135,0.7186285257339478,0.7329801917076111,0.6969451308250427,0.7625316381454468,0.7673705220222473,0.8311976790428162
MInositol phosphate metabolism,0.34207454323768616,0.23241911828517914,0.37886351346969604,0.2629096806049347,0.2889558970928192,0.2852678894996643,0.34135469794273376,0.35101616382598877,0.3402300775051117,0.3916143476963043,0.35810309648513794,0.4093938171863556,0.3594605028629303,0.3303455710411072,0.2789905071258545,0.32439738512039185,0.30359870195388794,0.31164929270744324,0.32790565490722656,0.3664085865020752
MMucin type O-glycan biosynthesis,0.41868746280670166,0.358541876077652,0.5484595894813538,0.4494706690311432,0.3902408480644226,0.3189733326435089,0.4021018147468567,0.38556164503097534,0.38523077964782715,0.3414528965950012,0.47295814752578735,0.3005180358886719,0.4858042597770691,0.3827040493488312,0.3640195429325104,0.41146478056907654,0.2888542711734772,0.3721313774585724,0.3519761562347412,0.45208996534347534
MNitrogen metabolism,0.43545109033584595,0.27801018953323364,0.25916844606399536,0.49206990003585815,0.36742672324180603,0.5182269811630249,0.3618752360343933,0.5491009950637817,0.32825586199760437,0.574212372303009,0.4669588506221771,0.46564245223999023,0.5727673768997192,0.5012688636779785,0.36501380801200867,0.28359541296958923,0.4714857041835785,0.454092413187027,0.45786261558532715,0.560770571231842
Morphine addiction,0.4563176929950714,0.4322499632835388,0.5181630849838257,0.42452871799468994,0.44596099853515625,0.45920026302337646,0.44173532724380493,0.47023805975914,0.5082175135612488,0.4800107777118683,0.4499782919883728,0.4760400056838989,0.48492133617401123,0.47224119305610657,0.4862578213214874,0.48075369000434875,0.5147222876548767,0.4299125671386719,0.44856247305870056,0.49641335010528564
MOxidative phosphorylation,0.07834511250257492,0.08582592755556107,0.07166101783514023,0.09169705212116241,0.07290402799844742,0.15223141014575958,0.05334257706999779,0.05384060740470886,0.12728159129619598,0.09703335911035538,0.07776582986116409,0.14409872889518738,0.1022198349237442,0.05479789897799492,0.07290402799844742,0.13170205056667328,0.06559943407773972,0.06553948670625687,0.05013750120997429,0.07158821076154709
MPantothenate and CoA biosynthesis,0.4843136668205261,0.35737675428390503,0.5544649958610535,0.45855623483657837,0.3610248863697052,0.49225252866744995,0.5509611964225769,0.5148090720176697,0.38387319445610046,0.4695325791835785,0.47888126969337463,0.5133382678031921,0.495836466550827,0.4796433746814728,0.3812994360923767,0.462784081697464,0.4028025269508362,0.40953534841537476,0.4474787712097168,0.44810721278190613
MPentose and glucuronate interconversions,0.5038822293281555,0.35599303245544434,0.6619150042533875,0.4980495572090149,0.4765699803829193,0.5706232190132141,0.6620178818702698,0.5227906107902527,0.41590023040771484,0.44106048345565796,0.5199087262153625,0.5924816131591797,0.6234298348426819,0.44350165128707886,0.36860641837120056,0.5093480348587036,0.4031035006046295,0.38917142152786255,0.47303327918052673,0.5440373420715332
MPentose phosphate pathway,0.4832620322704315,0.3338254988193512,0.6057552099227905,0.46279454231262207,0.41031497716903687,0.620084285736084,0.6153604388237,0.505837082862854,0.579900860786438,0.42427632212638855,0.5576272010803223,0.49225273728370667,0.4822978079319,0.34840127825737,0.39138028025627136,0.6132818460464478,0.3435765206813812,0.36657416820526123,0.40572062134742737,0.5181237459182739
MPhenylalanine metabolism,0.5243735909461975,0.5321041345596313,0.5654478073120117,0.45918765664100647,0.4908970296382904,0.4810343384742737,0.5376996397972107,0.5115833878517151,0.529150128364563,0.5401718020439148,0.54322350025177,0.5041768550872803,0.4811096787452698,0.5129983425140381,0.5373420715332031,0.4950283169746399,0.5124638080596924,0.47779056429862976,0.541093111038208,0.5584155321121216
MPropanoate metabolism,0.4222635328769684,0.4126397967338562,0.6472123265266418,0.3183309733867645,0.5570342540740967,0.49843794107437134,0.6375563144683838,0.4901653826236725,0.45520949363708496,0.4613334536552429,0.37707674503326416,0.5706073045730591,0.5790268182754517,0.4562113285064697,0.5224125385284424,0.5585215091705322,0.5673041939735413,0.37270981073379517,0.4036629796028137,0.5837197303771973
MPyrimidine metabolism,0.3603139817714691,0.24853670597076416,0.3263874351978302,0.2774707078933716,0.2650719881057739,0.3736255168914795,0.34805646538734436,0.3172712028026581,0.2973082363605499,0.3293333947658539,0.2897090017795563,0.293672651052475,0.30668264627456665,0.26964232325553894,0.2525879442691803,0.3072332739830017,0.3040563762187958,0.27017566561698914,0.2578601539134979,0.33266931772232056
MRiboflavin metabolism,0.4156591594219208,0.40166032314300537,0.43351659178733826,0.20011784136295319,0.18088845908641815,0.4036228656768799,0.6547659039497375,0.4128590524196625,0.19809311628341675,0.2126978188753128,0.3802430331707001,0.4507785737514496,0.33309027552604675,0.26151931285858154,0.2726278603076935,0.4694894850254059,0.24805493652820587,0.12882952392101288,0.2842983305454254,0.367883563041687
mRNA surveillance pathway,0.30954185128211975,0.27315419912338257,0.37439170479774475,0.2750380039215088,0.1580163985490799,0.2745189070701599,0.20091088116168976,0.38649436831474304,0.4480244219303131,0.3916419446468353,0.2690005898475647,0.4607737362384796,0.36116552352905273,0.4091476798057556,0.45754650235176086,0.3556695580482483,0.4603208303451538,0.4458085596561432,0.2437099665403366,0.45253127813339233
MSulfur metabolism,0.5174415707588196,0.3456180691719055,0.4104120135307312,0.3160580098628998,0.6435989141464233,0.3959410786628723,0.5472126007080078,0.5179654955863953,0.45595845580101013,0.4066596031188965,0.7237904667854309,0.6092463731765747,0.4783671498298645,0.3599397838115692,0.32782402634620667,0.5152126550674438,0.29660189151763916,0.36878007650375366,0.5498999357223511,0.38109514117240906
